,LINK,company_code,company_category,company_name
436,http://www.moneycontrol.com/india/stockpricequote/paper/tamilnadunewsprintpapers/TNN,TNN,paper,tamilnadunewsprintpapers
437,http://www.moneycontrol.com/india/stockpricequote/chemicals/tatachemicals/TC,TC,chemicals,tatachemicals
438,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/tatacoffee/TC14,TC14,plantationsteacoffee,tatacoffee
439,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/tatacommunications/TC17,TC17,telecommunicationsservice,tatacommunications
440,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/tataelxsi/TE,TE,computerssoftware,tataelxsi
441,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/tataglobalbeverage/TT,TT,plantationsteacoffee,tataglobalbeverage
442,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/tatainvestmentcorporation/TIC,TIC,financeinvestments,tatainvestmentcorporation
443,http://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/tatamotors/TM03,TM03,autolcvshcvs,tatamotors
444,http://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/tatamotorsdvr/TMD,TMD,autolcvshcvs,tatamotorsdvr
445,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/tatapowercompany/TPC,TPC,powergenerationdistribution,tatapowercompany
446,http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/tataspongeiron/TSI,TSI,steelspongeiron,tataspongeiron
447,http://www.moneycontrol.com/india/stockpricequote/steellarge/tatasteel/TIS,TIS,steellarge,tatasteel
448,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/tataconsultancyservices/TCS,TCS,computerssoftware,tataconsultancyservices
449,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/techmahindra/TM4,TM4,computerssoftware,techmahindra
450,http://www.moneycontrol.com/india/stockpricequote/electricequipment/technoelectricengineeringcompany/TEE,TEE,electricequipment,technoelectricengineeringcompany
451,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/texmacorailengineering/TRE,TRE,infrastructuregeneral,texmacorailengineering
452,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/thermax/T,T,infrastructuregeneral,thermax
453,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/thomascookindia/TCI,TCI,miscellaneous,thomascookindia
454,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/thyrocaretechnologies/TT16,TT16,hospitalsmedicalservices,thyrocaretechnologies
455,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/tifinancialholdings/TII,TII,miscellaneous,tifinancialholdings
456,http://www.moneycontrol.com/india/stockpricequote/bearings/timkenindia/TI23,TI23,bearings,timkenindia
457,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/titagarhwagons/TW04,TW04,infrastructuregeneral,titagarhwagons
458,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/titancompany/TI01,TI01,miscellaneous,titancompany
459,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/torrentpharmaceuticals/TP06,TP06,pharmaceuticals,torrentpharmaceuticals
460,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/torrentpower/TP14,TP14,powergenerationdistribution,torrentpower
461,http://www.moneycontrol.com/india/stockpricequote/retail/trent/T04,T04,retail,trent
462,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/trident/AI01,AI01,textilesspinningcottonblended,trident
463,http://www.moneycontrol.com/india/stockpricequote/electricequipment/triveniturbine/TT14,TT14,electricequipment,triveniturbine
464,http://www.moneycontrol.com/india/stockpricequote/domesticappliances/ttkprestige/TTK02,TTK02,domesticappliances,ttkprestige
465,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tvtodaynetwork/TVT,TVT,mediaentertainment,tvtodaynetwork
466,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tv18broadcast/IBN,IBN,mediaentertainment,tv18broadcast
467,http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/tvsmotorcompany/TVS,TVS,auto23wheelers,tvsmotorcompany
468,http://www.moneycontrol.com/india/stockpricequote/tyres/tvssrichakra/TVS03,TVS03,tyres,tvssrichakra
469,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/ucobank/UCO,UCO,bankspublicsector,ucobank
470,http://www.moneycontrol.com/india/stockpricequote/packaging/uflex/U01,U01,packaging,uflex
471,http://www.moneycontrol.com/india/stockpricequote/financegeneral/ujjivanfinancialservices/UFS01,UFS01,financegeneral,ujjivanfinancialservices
472,http://www.moneycontrol.com/india/stockpricequote/cementmajor/ultratechcement/UTC01,UTC01,cementmajor,ultratechcement
473,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/unichemlaboratories/UL02,UL02,pharmaceuticals,unichemlaboratories
474,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/unionbankindia/UBI01,UBI01,bankspublicsector,unionbankindia
475,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/unitech/U,U,constructioncontractingcivil,unitech
476,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/unitedbreweries/UB02,UB02,breweriesdistilleries,unitedbreweries
477,http://www.moneycontrol.com/india/stockpricequote/chemicals/upl/UP04,UP04,chemicals,upl
478,http://www.moneycontrol.com/india/stockpricequote/electricequipment/vguardindustries/VI02,VI02,electricequipment,vguardindustries
479,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/vatechwabag/VTW,VTW,infrastructuregeneral,vatechwabag
480,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/vakrangee/VS,VS,computerssoftwaremediumsmall,vakrangee
481,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/vardhmantextiles/VT10,VT10,textilesspinningcottonblended,vardhmantextiles
482,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/varunbeverages/VB05,VB05,foodprocessing,varunbeverages
483,http://www.moneycontrol.com/india/stockpricequote/miningminerals/vedanta/SG,SG,miningminerals,vedanta
484,http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/videoconindustries/VLF,VLF,consumergoodselectronic,videoconindustries
485,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/vijayabank/VB03,VB03,bankspublicsector,vijayabank
486,http://www.moneycontrol.com/india/stockpricequote/chemicals/vinatiorganics/VO01,VO01,chemicals,vinatiorganics
487,http://www.moneycontrol.com/india/stockpricequote/plastics/vipindustries/VIP,VIP,plastics,vipindustries
488,http://www.moneycontrol.com/india/stockpricequote/diversified/voltas/V,V,diversified,voltas
489,http://www.moneycontrol.com/india/stockpricequote/cigarettes/vstindustries/VST,VST,cigarettes,vstindustries
490,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/wabcoindia/WAB,WAB,autoancillaries,wabcoindia
491,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/welspuncorp/WGS,WGS,steeltubespipes,welspuncorp
492,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/welspunindia/WI03,WI03,textilesweaving,welspunindia
493,http://www.moneycontrol.com/india/stockpricequote/hotels/westlifedevelopment/DIC,DIC,hotels,westlifedevelopment
494,http://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/whirlpoolindia/WI,WI,consumergoodswhitegoods,whirlpoolindia
495,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/wipro/W,W,computerssoftware,wipro
496,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/wockhardt/W05,W05,pharmaceuticals,wockhardt
497,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/wonderlaholidays/WH01,WH01,miscellaneous,wonderlaholidays
498,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/yesbank/YB,YB,banksprivatesector,yesbank
499,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/zeeentertainmententerprises/ZEE,ZEE,mediaentertainment,zeeentertainmententerprises
500,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/zensartechnologies/ZT02,ZT02,computerssoftware,zensartechnologies
501,,,,
